y, predicted
-1.447735667138459184e-03,-1.807897351682186127e-03
-1.454811950389531261e-03,-1.838203053921461105e-03
-1.596281062116689355e-03,-1.844553742557764053e-03
-1.631681632251862036e-03,-1.846187748014926910e-03
-1.769729069483533994e-03,-1.851847860962152481e-03
-1.681379358747425636e-03,-1.811585389077663422e-03
-1.621244433943036002e-03,-1.791552640497684479e-03
-1.412247761400567533e-03,-1.783708110451698303e-03
-1.327238739068042992e-03,-1.812754198908805847e-03
-1.352076895572270005e-03,-1.810179557651281357e-03
-1.532673021845101270e-03,-1.832550857216119766e-03
-1.401633758989114615e-03,-1.852198503911495209e-03
-1.291971666718021118e-03,-1.837112940847873688e-03
-1.504340122955624909e-03,-1.826149877160787582e-03
-1.624666858195967937e-03,-1.855567097663879395e-03
-1.437087066542578825e-03,-1.807218417525291443e-03
-1.511389041628660723e-03,-1.833560410887002945e-03
-1.401725366730850481e-03,-1.824078150093555450e-03
-1.575128758197070957e-03,-1.817888114601373672e-03
-1.468982659663630548e-03,-1.803608145564794540e-03
-1.387495740307331804e-03,-1.817440148442983627e-03
-1.260139299653287174e-03,-1.787743531167507172e-03
-1.309765135669819190e-03,-1.777249388396739960e-03
-1.536117120814858806e-03,-1.774410717189311981e-03
-1.408870934549004807e-03,-1.770419999957084656e-03
-1.582120979270821345e-03,-1.763112377375364304e-03
-1.408831877259620995e-03,-1.765526831150054932e-03
-1.260314678203269378e-03,-1.792395953088998795e-03
-1.557338043190495576e-03,-1.765944994986057281e-03
-1.529066408043433176e-03,-1.802830025553703308e-03
-1.369930567431526351e-03,-1.794422045350074768e-03
-1.348853121312306022e-03,-1.797413453459739685e-03
-1.596156774779817393e-03,-1.799598801881074905e-03
-1.483107056068821246e-03,-1.793839968740940094e-03
-1.302836909048371008e-03,-1.823865342885255814e-03
-1.659778676460971214e-03,-1.780379563570022583e-03
-1.790624540546629367e-03,-1.789033412933349609e-03
-1.231989772876314771e-03,-1.760358456522226334e-03
-1.454826381350408275e-03,-1.700093504041433334e-03
-1.620967532980082662e-03,-1.757677644491195679e-03
-1.553824271678607653e-03,-1.762368716299533844e-03
-1.309825323410123907e-03,-1.823235303163528442e-03
-1.924998858876544134e-03,-1.825751736760139465e-03
-1.670635228639291052e-03,-1.771006267517805099e-03
-1.568021999361999793e-03,-1.765726599842309952e-03
-1.561026854542820700e-03,-1.754356082528829575e-03
-1.507892324788255144e-03,-1.804149709641933441e-03
-1.454779627810157388e-03,-1.819917000830173492e-03
-1.713289754292251924e-03,-1.883605495095252991e-03
-1.766460546207973461e-03,-1.833306159824132919e-03
-1.483107056068821246e-03,-1.831995788961648941e-03
-1.412219579126868137e-03,-1.852304674685001373e-03
-1.199597418984330683e-03,-1.801353413611650467e-03
-1.734543580933499505e-03,-1.814088318496942520e-03
-1.054361600451983677e-03,-1.775148324668407440e-03
-1.617649930266515813e-03,-1.667243894189596176e-03
-1.380366495049972211e-03,-1.613704022020101547e-03
-1.263611141452656433e-03,-1.664026640355587006e-03
-1.341536210660773491e-03,-1.686870120465755463e-03
-1.391112103487079704e-03,-1.742159482091665268e-03
-1.055055606113179450e-03,-1.768847461789846420e-03
-1.900187919838984508e-03,-1.756851561367511749e-03
-1.497257216308652081e-03,-1.669495832175016403e-03
-1.182407624966499678e-03,-1.777907833456993103e-03
-1.751805822728438053e-03,-1.761831808835268021e-03
-1.394671688930740686e-03,-1.781164202839136124e-03
-1.755439727958042501e-03,-1.821479760110378265e-03
-1.518494246211026183e-03,-1.805375330150127411e-03
-1.295541648350589242e-03,-1.857968978583812714e-03
-1.525558740459783541e-03,-1.833100337535142899e-03
-1.161154396140800680e-03,-1.845747232437133789e-03
-1.628069131486856126e-03,-1.785812899470329285e-03
-1.606891125183669252e-03,-1.783340703696012497e-03
-1.539743473894839487e-03,-1.799652818590402603e-03
-1.338015043737896459e-03,-1.811280846595764160e-03
-1.507865624474676123e-03,-1.829494256526231766e-03
-1.780259988349833363e-03,-1.855661626905202866e-03
-1.550316866395870128e-03,-1.820885110646486282e-03
-1.808759262146963920e-03,-1.843057572841644287e-03
-1.451228973385378963e-03,-1.795203424990177155e-03
-1.476058908000448628e-03,-1.818363554775714874e-03
-1.511405502172061916e-03,-1.838493160903453827e-03
-1.745210155132698648e-03,-1.847568433731794357e-03
-1.334267667397784699e-03,-1.823858357965946198e-03
-1.433473291460207310e-03,-1.845614984631538391e-03
-1.171447930212572708e-03,-1.836431678384542465e-03
-1.037009575494918625e-03,-1.775175333023071289e-03
-1.299182351622997717e-03,-1.673592254519462585e-03
-1.532607002719263683e-03,-1.633419189602136612e-03
-1.415921893123497140e-03,-1.695442013442516327e-03
-9.103422487697921664e-04,-1.741430256515741348e-03
-1.599612299870351462e-03,-1.668822951614856720e-03
-1.447818812341421582e-03,-1.758980099111795425e-03
-1.634987655937299557e-03,-1.779120881110429764e-03
-1.673934229380183653e-03,-1.800162252038717270e-03
-1.454795440534684516e-03,-1.837128307670354843e-03
-1.341733725260746760e-03,-1.882529817521572113e-03
-1.709240325852713193e-03,-1.849411521106958389e-03
-1.476037187868131564e-03,-1.843295525759458542e-03
-1.688130329424071931e-03,-1.879941672086715698e-03
-1.458352698244177754e-03,-1.815806142985820770e-03
-1.567974930382780557e-03,-1.862333156168460846e-03
-1.790770059145809900e-03,-1.839965116232633591e-03
-1.568112505603817906e-03,-1.807576045393943787e-03
-1.677746773717608570e-03,-1.830101944506168365e-03
-1.429993128083826594e-03,-1.789781264960765839e-03
-1.493728711213445715e-03,-1.831607427448034286e-03
-2.014201116861859351e-03,-1.840960700064897537e-03
-1.458296262928649323e-03,-1.764163374900817871e-03
-1.398081150688502928e-03,-1.775407698005437851e-03
-1.663760756615402297e-03,-1.741426996886730194e-03
-1.312987194598537639e-03,-1.766430679708719254e-03
-1.582330496835486228e-03,-1.788337714970111847e-03
-1.724126189430731822e-03,-1.830074936151504517e-03
-1.358957688301969937e-03,-1.789508853107690811e-03
-1.646223073440492013e-03,-1.828734297305345535e-03
-1.408597427126208898e-03,-1.816739328205585480e-03
-1.348364398483812687e-03,-1.834943890571594238e-03
-1.401609752147124806e-03,-1.830537337809801102e-03
-1.486651379571125690e-03,-1.853419002145528793e-03
-1.398042687880254225e-03,-1.853682100772857666e-03
-1.653206798789390048e-03,-1.842926256358623505e-03
-1.419297903599035793e-03,-1.838230062276124954e-03
-1.476018056638173049e-03,-1.832072623074054718e-03
-1.607162783912470614e-03,-1.823437400162220001e-03
-1.387383127981311592e-03,-1.791728194802999496e-03
-1.270428009928575852e-03,-1.802987884730100632e-03
-1.511416751151460711e-03,-1.769179012626409531e-03
-1.458339096795113494e-03,-1.801921054720878601e-03
-1.826794154845090600e-03,-1.784823834896087646e-03
-1.426412788284517905e-03,-1.757202204316854477e-03
-1.497252423996877886e-03,-1.805153209716081619e-03
-1.476016445101343720e-03,-1.799461897462606430e-03
-1.699332165379228770e-03,-1.811524853110313416e-03
-1.401566311943013227e-03,-1.789072062820196152e-03
-1.458283569190286372e-03,-1.829441636800765991e-03
-1.415732371539188579e-03,-1.828531734645366669e-03
-1.341284761608505524e-03,-1.796192955225706100e-03
-1.518552556720094990e-03,-1.805867534130811691e-03
-1.585870861281622269e-03,-1.814009156078100204e-03
-1.493779107148688994e-03,-1.787730492651462555e-03
-1.600112111533508012e-03,-1.809950452297925949e-03
-1.493746373715605126e-03,-1.777279656380414963e-03
-1.763281727125578071e-03,-1.811691094189882278e-03
-1.593146257907999790e-03,-1.763224136084318161e-03
-1.475972983985350323e-03,-1.801993232220411301e-03
-1.568288788632560011e-03,-1.799672376364469528e-03
-1.568303330451257128e-03,-1.785966102033853531e-03
-1.706785461632147165e-03,-1.798604149371385574e-03
-1.298400824138235422e-03,-1.784091815352439880e-03
-1.458287462076175234e-03,-1.794124953448772430e-03
-1.301993389671810865e-03,-1.806280575692653656e-03
-1.529247489354553045e-03,-1.763226464390754700e-03
-1.468908686954173339e-03,-1.812317408621311188e-03
-1.376622317254422474e-03,-1.808867789804935455e-03
-1.493753258340439760e-03,-1.800248399376869202e-03
-1.344703474011852600e-03,-1.822068821638822556e-03
-1.447628797339323755e-03,-1.788327004760503769e-03
-1.614367281961801145e-03,-1.813767012208700180e-03
-1.617950321785944405e-03,-1.777991652488708496e-03
-1.405018803001838049e-03,-1.780278515070676804e-03
-1.593123289083456717e-03,-1.790182199329137802e-03
-1.536352455107795794e-03,-1.763378735631704330e-03
-1.557658568807833259e-03,-1.784064341336488724e-03
-1.376588982769645598e-03,-1.772730145603418350e-03
-1.351762799729195252e-03,-1.765141729265451431e-03
-1.546987449432191868e-03,-1.773970667272806168e-03
-1.745760071310217343e-03,-1.781558617949485779e-03
-1.525686352786666256e-03,-1.747274305671453476e-03
-1.390838122084018386e-03,-1.795853022485971451e-03
-1.451113621934574556e-03,-1.779142301529645920e-03
-1.433397914535947289e-03,-1.793886534869670868e-03
-1.319793286725571549e-03,-1.792056951671838760e-03
-1.309199299357018597e-03,-1.787260174751281738e-03
-1.468915449908769202e-03,-1.789331901818513870e-03
-1.578897673654522035e-03,-1.812198199331760406e-03
-1.454719201978932645e-03,-1.775903161615133286e-03
-1.614393413243210259e-03,-1.797283068299293518e-03
-1.419221210997034539e-03,-1.774456817656755447e-03
-1.156621198127691375e-03,-1.803987659513950348e-03
-1.429910467834901626e-03,-1.756353769451379776e-03
-1.440554321375723699e-03,-1.764982007443904877e-03
-1.479561297179335074e-03,-1.760916784405708313e-03
-9.477012677858050443e-04,-1.785949803888797760e-03
-1.699165016107925200e-03,-1.762177795171737671e-03
-1.543346009683083239e-03,-1.792039256542921066e-03
-1.536230051552630628e-03,-1.806287094950675964e-03
-1.493775317519581512e-03,-1.806275453418493271e-03
-1.309433971017167318e-03,-1.834170427173376083e-03
-1.578771178788485833e-03,-1.805602572858333588e-03
-1.522088800720716945e-03,-1.840119715780019760e-03
-1.437034122671288286e-03,-1.821511890739202499e-03
-1.706362968389517343e-03,-1.823510974645614624e-03
-1.468890280082511910e-03,-1.788974739611148834e-03
-1.380330847774875616e-03,-1.837010029703378677e-03
-1.522096552937465905e-03,-1.790385227650403976e-03
-1.518554822637831854e-03,-1.812948845326900482e-03
-1.412206486878185823e-03,-1.807011663913726807e-03
-1.522096829859373402e-03,-1.791902817785739899e-03
-1.571727101957752981e-03,-1.790492795407772064e-03
-1.887286237737986153e-03,-1.774775795638561249e-03
-1.568266379718656709e-03,-1.772938761860132217e-03
-1.756373183234248179e-03,-1.773101743310689926e-03
-1.444012141700710137e-03,-1.691040117293596268e-03
-1.880842683719610199e-03,-1.766805537045001984e-03
-1.202352217528869548e-03,-1.683151349425315857e-03
-1.454660254046300037e-03,-1.691444311290979385e-03
-1.476040151023635515e-03,-1.770189031958580017e-03
-1.387225782536553311e-03,-1.815013587474822998e-03
-1.568318483459649020e-03,-1.829794142395257950e-03
-1.667763344662373352e-03,-1.877948176115751266e-03
-1.337458783075596257e-03,-1.854213885962963104e-03
-1.532826102287429982e-03,-1.858672127127647400e-03
-1.273555913035719729e-03,-1.857802271842956543e-03
-1.500858173889781360e-03,-1.804186031222343445e-03
-1.479556706220576737e-03,-1.840495504438877106e-03
-1.607332913498117155e-03,-1.831992529332637787e-03
-1.454732899631062601e-03,-1.807163469493389130e-03
-1.568331216152888622e-03,-1.840980257838964462e-03
-1.500865121984230324e-03,-1.812366303056478500e-03
-1.536383149558801647e-03,-1.825242768973112106e-03
-1.465346462224966385e-03,-1.793511677533388138e-03
-1.628738742781847548e-03,-1.786887645721435547e-03
-1.589697931645079167e-03,-1.772275194525718689e-03
-1.458230538505288568e-03,-1.781135331839323044e-03
-1.429802889784617063e-03,-1.776222605258226395e-03
-1.433361814170436548e-03,-1.768962014466524124e-03
-6.943682694316344502e-04,-1.762741245329380035e-03
-1.624997899265068213e-03,-1.744268462061882019e-03
-1.625073735813320963e-03,-1.648497302085161209e-03
-1.380142164953449989e-03,-1.616484951227903366e-03
-1.096314293336159325e-03,-1.683599315583705902e-03
-1.695855612572729756e-03,-1.685469411313533783e-03
-1.429897233441757313e-03,-1.736791338771581650e-03
-1.564686752640507671e-03,-1.764028798788785934e-03
-1.578890183469250320e-03,-1.796898897737264633e-03
-1.866313114037116859e-03,-1.828684471547603607e-03
-1.316213305149586477e-03,-1.781723462045192719e-03
-1.575400394003451197e-03,-1.777929719537496567e-03
-1.415684953149218576e-03,-1.768906135112047195e-03
-1.341074725995639733e-03,-1.804937608540058136e-03
-1.447653437752186413e-03,-1.823543570935726166e-03
-1.490168886763060816e-03,-1.862887293100357056e-03
-1.419230296660843301e-03,-1.865149475634098053e-03
-1.468914037286656385e-03,-1.846732571721076965e-03
-1.358921673531366878e-03,-1.849486492574214935e-03
-1.610808814945451431e-03,-1.817128155380487442e-03
-1.493751593109122556e-03,-1.819183584302663803e-03
-1.461817527895574063e-03,-1.805363222956657410e-03
-1.596646362774656628e-03,-1.802212093025445938e-03
-1.500851609780846137e-03,-1.773029565811157227e-03
-1.667656976588981774e-03,-1.805413514375686646e-03
-1.468941160174317036e-03,-1.770560164004564285e-03
-1.561177033180806374e-03,-1.799762248992919922e-03
-1.415641769709365507e-03,-1.767142675817012787e-03
-1.333993423258701206e-03,-1.777704805135726929e-03
-1.568289394442560700e-03,-1.758503727614879608e-03
-1.539869477634807924e-03,-1.770214177668094635e-03
-1.660620747277414665e-03,-1.771959941834211349e-03
-1.511554868278957653e-03,-1.744987908750772476e-03
-1.422727483446762590e-03,-1.783254090696573257e-03
-1.710390889715061175e-03,-1.772511750459671021e-03
-1.710494448412829991e-03,-1.754801254719495773e-03
-1.433343389875543208e-03,-1.750058028846979141e-03
-1.291180624565894724e-03,-1.757860649377107620e-03
-1.461790095085025278e-03,-1.724819187074899673e-03
-1.611003358924799561e-03,-1.791799440979957581e-03
-1.419142511998925651e-03,-1.784531399607658386e-03
-1.465341404208137226e-03,-1.841813791543245316e-03
-1.333880892679965499e-03,-1.824375241994857788e-03
-1.490210939663623663e-03,-1.828803215175867081e-03
-1.621634758064146881e-03,-1.849470660090446472e-03
-1.422706419955412820e-03,-1.803801860660314560e-03
-1.504422347847682350e-03,-1.822721213102340698e-03
-1.433369250884452412e-03,-1.809618435800075531e-03
-1.547013766532992973e-03,-1.787382178008556366e-03
-1.703380735734245010e-03,-1.790733542293310165e-03
-1.458262008939586801e-03,-1.768883317708969116e-03
-1.479552862892844064e-03,-1.798046752810478210e-03
-1.280519487835768888e-03,-1.784622669219970703e-03
-1.493729705797181397e-03,-1.754474826157093048e-03
-1.508012193076198239e-03,-1.812763977795839310e-03
-1.387176634006315927e-03,-1.790738198906183243e-03
-1.525734605162217374e-03,-1.777390018105506897e-03
-1.248635508305121627e-03,-1.802852377295494080e-03
-1.387267431870736192e-03,-1.768263056874275208e-03
-1.376564081392624237e-03,-1.795643474906682968e-03
-1.362424352079180147e-03,-1.765858847647905350e-03
-1.458266623987157029e-03,-1.757661346346139908e-03
-1.486655512599100457e-03,-1.799067482352256775e-03
-1.564722136577330770e-03,-1.790705602616071701e-03
-1.493754242585685829e-03,-1.792841125279664993e-03
-1.738644984298531914e-03,-1.813295297324657440e-03
-1.326864986050646598e-03,-1.782881561666727066e-03
-1.451193951623007752e-03,-1.800502650439739227e-03
-1.571847500525040383e-03,-1.806776504963636398e-03
-1.504373048015180845e-03,-1.779512036591768265e-03
-1.504444962258822283e-03,-1.816104166209697723e-03
-9.895447983575597194e-04,-1.805678475648164749e-03
-1.515030453590979773e-03,-1.776265446096658707e-03
-1.575336104146409909e-03,-1.773519441485404968e-03
-1.603736566012867572e-03,-1.743893139064311981e-03
-1.476009486947408092e-03,-1.767336856573820114e-03
-1.568276674241849159e-03,-1.805520616471767426e-03
-1.405021579867990218e-03,-1.826043240725994110e-03
-1.461814348704582002e-03,-1.826506573706865311e-03
-1.326967197270134983e-03,-1.835336443036794662e-03
-1.497297149017021026e-03,-1.806312240660190582e-03
-1.365999984199421950e-03,-1.830747816711664200e-03
-1.451221397535012439e-03,-1.791771501302719116e-03
-1.397989490535262239e-03,-1.797841396182775497e-03
-1.195884260397894142e-03,-1.783551182597875595e-03
-1.440615445731093869e-03,-1.762297935783863068e-03
-1.295259808795919338e-03,-1.795639749616384506e-03
-1.341415626486099424e-03,-1.751675270497798920e-03
-1.564556502991909992e-03,-1.763699110597372055e-03
-1.681451124140653525e-03,-1.781994942575693130e-03
-1.504366655620891164e-03,-1.757235731929540634e-03
-1.203212504536367924e-03,-1.811869442462921143e-03
-1.660178622654321767e-03,-1.752016600221395493e-03
-1.557468084039110526e-03,-1.783621963113546371e-03
-1.507909570019529176e-03,-1.803728751838207245e-03
-1.341335926880493070e-03,-1.824172213673591614e-03
-1.539820656943478036e-03,-1.802583225071430206e-03
-1.486649844741795221e-03,-1.855072099715471268e-03
-1.302423551075600986e-03,-1.840311568230390549e-03
-1.638934446782624663e-03,-1.808907836675643921e-03
-1.557502449405983235e-03,-1.821949146687984467e-03
-1.458340325961143520e-03,-1.825182233005762100e-03
-1.497243586718886681e-03,-1.814248971641063690e-03
-1.695657055258531845e-03,-1.816386822611093521e-03
-1.500865502893385236e-03,-1.788287423551082611e-03
-1.525643771676920201e-03,-1.838826108723878860e-03
-1.440566714554407943e-03,-1.799209509044885635e-03
-1.437025614160134402e-03,-1.802369486540555954e-03
-1.557539435489417243e-03,-1.798760611563920975e-03
-1.536280972081586560e-03,-1.783544663339853287e-03
-1.429927473812740886e-03,-1.777129247784614563e-03
-1.405118645916684410e-03,-1.782536972314119339e-03
-1.511497490584032049e-03,-1.767793204635381699e-03
-1.472437883836978266e-03,-1.765258610248565674e-03
-1.380316564324344120e-03,-1.758765429258346558e-03
-1.546894912540949319e-03,-1.748999115079641342e-03
-1.575292291539495074e-03,-1.762647647410631180e-03
-1.504340873045324463e-03,-1.753049436956644058e-03
-1.497287169906932197e-03,-1.766291912645101547e-03
-1.426384989019216292e-03,-1.754105091094970703e-03
-1.692245907808487227e-03,-1.759738661348819733e-03
-1.578854791171821828e-03,-1.751867122948169708e-03
-1.483107056068821246e-03,-1.773129217326641083e-03
-1.529216663916898580e-03,-1.786188222467899323e-03
-1.490201497374454799e-03,-1.770569477230310440e-03
-1.351858026112205983e-03,-1.792945433408021927e-03
-1.465375364018478869e-03,-1.771525479853153229e-03
-1.493745693302478894e-03,-1.794846262782812119e-03
-1.621412288437703002e-03,-1.771736890077590942e-03
-1.532768851187479332e-03,-1.752611249685287476e-03
-1.525678545388257272e-03,-1.778733916580677032e-03
-9.580138951357798074e-04,-1.766085159033536911e-03
-1.465386067835798122e-03,-1.728458795696496964e-03
-1.699295435857486143e-03,-1.698584295809268951e-03
-1.369647608345486278e-03,-1.648616977035999298e-03
-1.493776909593829989e-03,-1.713705249130725861e-03
-1.486581036141787970e-03,-1.771259121596813202e-03
-1.532771137318995414e-03,-1.818132121115922928e-03
-1.515014352081222107e-03,-1.829996705055236816e-03
-1.522107355807402395e-03,-1.834851223975419998e-03
-1.504381609405736758e-03,-1.832435838878154755e-03
-1.380275664604023109e-03,-1.812213566154241562e-03
-1.344845053295986659e-03,-1.784455962479114532e-03
-1.383869521964263506e-03,-1.779631245881319046e-03
-1.518541986266033240e-03,-1.770379021763801575e-03
-1.610681863109207461e-03,-1.771920360624790192e-03
-1.670973546826056517e-03,-1.747355330735445023e-03
-1.444101214074454062e-03,-1.752257347106933594e-03
-1.571749768702468538e-03,-1.786510925740003586e-03
-1.536302132219928823e-03,-1.765735447406768799e-03
-1.451151140761054205e-03,-1.776048447936773300e-03
-1.334189967486312150e-03,-1.798563636839389801e-03
-1.366072364955611814e-03,-1.767404377460479736e-03
-1.515043903551807581e-03,-1.787668559700250626e-03
-1.362547489303323747e-03,-1.789741218090057373e-03
-1.465422641391824713e-03,-1.765565015375614166e-03
-1.394510923615505755e-03,-1.789197791367769241e-03
-1.238625132840171080e-03,-1.771307084709405899e-03
-1.426443354580032548e-03,-1.765919383615255356e-03
-1.277724457725596622e-03,-1.801022794097661972e-03
-1.518467885589380381e-03,-1.750678289681673050e-03
-1.575179163057944436e-03,-1.793477218598127365e-03
-1.603484960352028659e-03,-1.781569328159093857e-03
-1.539769149175646739e-03,-1.782559324055910110e-03
-1.539775583251643768e-03,-1.798744779080152512e-03
-1.401636797158438159e-03,-1.792864408344030380e-03
-1.341442775831781613e-03,-1.787686254829168320e-03
-1.649515347839715200e-03,-1.779134850949048996e-03
-1.323726823366971721e-03,-1.785751432180404663e-03
-1.631814448119893717e-03,-1.766251400113105774e-03
-1.405189490130635778e-03,-1.761923544108867645e-03
-1.571635922601661997e-03,-1.775198150426149368e-03
-1.493732404915600401e-03,-1.776478718966245651e-03
-1.684992982499076411e-03,-1.789617352187633514e-03
-1.288226009861722070e-03,-1.778325997292995453e-03
-1.536235685566965121e-03,-1.791876740753650665e-03
-1.189061916827299130e-03,-1.803142018616199493e-03
-1.486682657907007106e-03,-1.760110724717378616e-03
-1.518544710367054386e-03,-1.809525769203901291e-03
-1.653014528687572629e-03,-1.805012580007314682e-03
-1.398106678278511353e-03,-1.799313351511955261e-03
-1.571634038113290874e-03,-1.825053244829177856e-03
-1.497273886239385617e-03,-1.816518139094114304e-03
-1.408729086282304492e-03,-1.839478500187397003e-03
-1.663712351420000655e-03,-1.812648028135299683e-03
-1.578756239121124547e-03,-1.801733393222093582e-03
-1.702788025049200996e-03,-1.821992453187704086e-03
-1.390942208344335537e-03,-1.786146312952041626e-03
-1.316532132648839211e-03,-1.804128754884004593e-03
-1.511450773936090465e-03,-1.772927585989236832e-03
-1.476020724135296410e-03,-1.799085643142461777e-03
-1.646054945101349271e-03,-1.801582518965005875e-03
-1.614316039094622693e-03,-1.785222906619310379e-03
-1.355444224216866781e-03,-1.809723209589719772e-03
-1.440575476103386245e-03,-1.796261873096227646e-03
-1.341382644190373041e-03,-1.815267372876405716e-03
-1.617740681307536102e-03,-1.782940700650215149e-03
-1.447632154470338559e-03,-1.787186600267887115e-03
-1.631942217218858944e-03,-1.813988666981458664e-03
-1.383854014667697295e-03,-1.780439168214797974e-03
-1.408682076806753959e-03,-1.794921234250068665e-03
-1.422867247006326819e-03,-1.823654398322105408e-03
-1.801985201210897641e-03,-1.809733454138040543e-03
-1.600103799331130004e-03,-1.785527914762496948e-03
-1.610805257591875440e-03,-1.782351173460483551e-03
-1.444053541843613861e-03,-1.780591905117034912e-03
-1.075223068021619738e-03,-1.817489042878150940e-03
-1.529213465617993784e-03,-1.741068437695503235e-03
-1.681549514999264869e-03,-1.801534555852413177e-03
-1.476015739823558545e-03,-1.766136381775140762e-03
-1.663933050877919317e-03,-1.834820490330457687e-03
-1.529216663916898580e-03,-1.810119487345218658e-03
-1.557563217570689853e-03,-1.886626239866018295e-03
-1.185131537186290100e-03,-1.811989117413759232e-03
-1.249059826239643607e-03,-1.806642394512891769e-03
-1.429982932620306284e-03,-1.738676335662603378e-03
-1.504368618050110074e-03,-1.794261857867240906e-03
-1.554017386315462894e-03,-1.803281251341104507e-03
-9.372573847011119374e-04,-1.818932127207517624e-03
-1.337951644407580016e-03,-1.756893936544656754e-03
-1.486646402506591530e-03,-1.719277352094650269e-03
-1.490185799147501202e-03,-1.717112027108669281e-03
-1.299057125404181993e-03,-1.761117484420537949e-03
-1.819192780101530323e-03,-1.768010668456554413e-03
-1.660132117440425584e-03,-1.758158206939697266e-03
-1.398140292161505682e-03,-1.791127491742372513e-03
-1.514977448020614782e-03,-1.788836438208818436e-03
-1.252917302822508482e-03,-1.840278506278991699e-03
-1.890178088215063463e-03,-1.825327984988689423e-03
-1.716921149414175852e-03,-1.786614302545785904e-03
-1.585891707651841285e-03,-1.762810163199901581e-03
-1.348395974606606202e-03,-1.781718805432319641e-03
-1.621325856261580803e-03,-1.778827048838138580e-03
-1.373174942637835419e-03,-1.834195107221603394e-03
-1.695798873231982046e-03,-1.834916416555643082e-03
-1.536258359459507497e-03,-1.829477492719888687e-03
-1.461865547113204910e-03,-1.850885804742574692e-03
-1.387364763613237184e-03,-1.844170968979597092e-03
-1.600067514869149858e-03,-1.844875048846006393e-03
-1.458319385350919381e-03,-1.836488023400306702e-03
-1.890895404192152914e-03,-1.841421239078044891e-03
-1.525693682133071223e-03,-1.782035920768976212e-03
-8.726466557867855857e-04,-1.775169745087623596e-03
-1.500831317038486389e-03,-1.587591599673032761e-03
-1.670990895164432182e-03,-1.642421353608369827e-03
-2.022146663925822145e-03,-1.594868022948503494e-03
-1.685465480559127354e-03,-1.527778338640928268e-03
-1.252218326198297144e-03,-1.533371396362781525e-03
-1.554141465891625828e-03,-1.556158065795898438e-03
-1.369457123337289089e-03,-1.687874551862478256e-03
-1.067834377564078020e-03,-1.721411012113094330e-03
-1.578867719939975982e-03,-1.709361560642719269e-03
-1.784633670838228379e-03,-1.731100026518106461e-03
-1.472458506450366944e-03,-1.718752551823854446e-03
-1.653480214638884931e-03,-1.782571896910667419e-03
-1.316226366637140120e-03,-1.802963204681873322e-03
-1.536349046796335258e-03,-1.835346687585115433e-03
-1.294965283474211037e-03,-1.867929007858037949e-03
-1.483107056068821246e-03,-1.845640596002340317e-03
-1.160192919746381047e-03,-1.865935977548360825e-03
-1.500838118124917615e-03,-1.800303347408771515e-03
-1.483107056068821246e-03,-1.827337779104709625e-03
-1.536302132219928823e-03,-1.817326527088880539e-03
-1.231290187384189447e-03,-1.820164266973733902e-03
-1.525610739601700573e-03,-1.803127117455005646e-03
-1.834155698540930902e-03,-1.842823810875415802e-03
-1.607241962243994692e-03,-1.762793865054845810e-03
-1.742155434331423263e-03,-1.812998671084642410e-03
-1.472455703422875621e-03,-1.792793162167072296e-03
-1.660625811375631604e-03,-1.841905526816844940e-03
-1.586104571378032201e-03,-1.821754965931177139e-03
-1.671418275412273101e-03,-1.849639229476451874e-03
-1.596790320801733110e-03,-1.827888190746307373e-03
-1.515097756480262084e-03,-1.842109486460685730e-03
-1.404902553064940390e-03,-1.839084550738334656e-03
-1.227205147398306761e-03,-1.831066329032182693e-03
-1.564811603227850853e-03,-1.819649711251258850e-03
-1.252165091571412741e-03,-1.827887259423732758e-03
-1.532825394678900919e-03,-1.785026863217353821e-03
-1.614518614269886592e-03,-1.817739102989435196e-03
-1.486659655277358400e-03,-1.788581255823373795e-03
-1.632317285003497681e-03,-1.827707514166831970e-03
-2.097894907004682185e-03,-1.805625390261411667e-03
-1.586255511201319513e-03,-1.770683098584413528e-03
-1.515171895985678498e-03,-1.742606982588768005e-03
-1.557846779185017823e-03,-1.707722898572683334e-03
-1.782110728076767006e-03,-1.771308016031980515e-03
-1.732426159741661323e-03,-1.769487280398607254e-03
-1.386893049247466935e-03,-1.783336512744426727e-03
-1.401162774420290549e-03,-1.808622386306524277e-03
-1.447520578735817399e-03,-1.808885950595140457e-03
-1.308499975486660926e-03,-1.843994017690420151e-03
-1.500946213885566340e-03,-1.828756649047136307e-03
-1.508068526441435579e-03,-1.849618740379810333e-03
-1.646878160816228880e-03,-1.847810111939907074e-03
-1.611345698669627933e-03,-1.829851418733596802e-03
-1.782407464596373484e-03,-1.830844208598136902e-03
-1.967979464539934640e-03,-1.791841816157102585e-03
-1.169060964588007753e-03,-1.711964607238769531e-03
-1.547303359045623184e-03,-1.592169050127267838e-03
-1.212021127714930403e-03,-1.639843918383121490e-03
-1.205038334030681009e-03,-1.615179702639579773e-03
-1.704012953559858002e-03,-1.650099176913499832e-03
-1.315571974630497590e-03,-1.672823447734117508e-03
-1.358388757558578455e-03,-1.693341881036758423e-03
-1.650544070057940018e-03,-1.733571756631135941e-03
-1.244304503784646491e-03,-1.760049723088741302e-03
-1.472456733288288622e-03,-1.765803899616003036e-03
-1.276516574855582516e-03,-1.805246341973543167e-03
-1.614843001601694826e-03,-1.801599282771348953e-03
-1.582825445705078040e-03,-1.834142021834850311e-03
