8.416723338645552832e-02,-9.847941808402538300e-03
-2.188226812233463325e-01,-1.160692702978849411e-02
3.703528278275202146e-01,-1.489232107996940613e-02
5.049578838849655416e-02,-1.000269223004579544e-02
-5.049230140403661304e-02,-1.625715382397174835e-02
4.376209332958185261e-01,-1.408362947404384613e-02
-1.346261000682861253e-01,-1.005502417683601379e-02
3.365886318719537029e-01,-1.665824651718139648e-02
-1.011289199277422973e-01,-1.021962705999612808e-02
4.545172612967404713e-01,-1.683058030903339386e-02
1.204269817423053723e-06,-9.734288789331912994e-03
-5.717578584542265530e-01,-1.685501076281070709e-02
1.513858025261901608e-01,-2.229467593133449554e-02
-3.027486064669956956e-01,-9.287328459322452545e-03
-5.046355985856959547e-02,-1.603927835822105408e-02
-3.196157909207546499e-01,-1.225901208817958832e-02
8.412231225479914476e-02,-1.436594408005475998e-02
8.411931921754020602e-02,-1.185985654592514038e-02
8.417922045870843140e-02,-1.259069144725799561e-02
-1.515138301115064590e-01,-1.179109886288642883e-02
5.219197711513333671e-01,-1.627590879797935486e-02
-1.683116261975373812e-02,-9.578133933246135712e-03
2.019910450557713122e-01,-1.704824715852737427e-02
1.683116916101501381e-01,-1.151420548558235168e-02
1.682997101693815833e-01,-1.629784330725669861e-02
1.682877304347088210e-01,-9.913653135299682617e-03
-2.692380727462487799e-01,-1.421095896512269974e-02
-5.048799371331956776e-01,-1.612255536019802094e-02
1.011673306475827372e-01,-1.157468464225530624e-02
5.032961936231021560e-02,-1.080807764083147049e-02
-4.711233278743457431e-01,-1.301667001098394394e-02
2.355262452119210592e-01,-1.606629788875579834e-02
-1.515008842582626913e-01,-9.890112094581127167e-03
3.198594438812659702e-01,-1.530427765101194382e-02
1.700189482824219708e-02,-1.075596269220113754e-02
8.399411106294614460e-02,-1.636315323412418365e-02
2.861392180610046743e-01,-1.329280622303485870e-02
-1.346356835830687382e-01,-1.159649714827537537e-02
-4.880853099525828132e-01,-1.587994024157524109e-02
-5.725246607635897655e-01,-1.405896339565515518e-02
-2.692403738217480358e-01,-1.102695893496274948e-02
1.684124452506681469e-02,-1.074358634650707245e-02
7.078143501804365911e-01,-1.232173480093479156e-02
-2.865091045480096521e-01,-6.652585230767726898e-03
2.697005577263089648e-01,-1.767370104789733887e-02
1.684387998440617373e-01,-1.045433618128299713e-02
8.421400228487467554e-02,-1.444081496447324753e-02
1.852627608591096153e-01,-1.470707077533006668e-02
-5.052071582495094859e-02,-1.197296474128961563e-02
1.178882036955084117e-01,-1.577448286116123199e-02
-3.703139186847284603e-01,-1.438711117953062057e-02
-1.856064338814487624e-01,-1.488610729575157166e-02
3.385788703181075165e-02,-1.172789093106985092e-02
-8.253488942801058270e-01,-1.280032936483621597e-02
1.856290576740194098e-01,-1.585979759693145752e-02
2.024884184941025678e-01,-5.732253193855285645e-03
1.518536091432657886e-01,-1.485967915505170822e-02
-8.435582461317400749e-02,-1.331492140889167786e-02
-6.411350917240935532e-01,-1.568582281470298767e-02
5.909516424240410792e-01,-1.418341882526874542e-02
1.181617566151085125e-01,-3.695216495543718338e-03
1.689624115488265119e-02,-1.674190908670425415e-02
4.392690241747476687e-01,-8.541194722056388855e-03
-4.054014592967973840e-01,-8.692481555044651031e-03
-9.459316313761008121e-01,-1.978552155196666718e-02
6.081921082446609672e-01,-1.221660431474447250e-02
-8.107114441716691822e-01,-1.482525654137134552e-02
5.744529841742540555e-01,-1.971781253814697266e-02
5.405303650283372896e-01,-4.982276819646358490e-03
1.351026059755764674e-01,-1.331359334290027618e-02
-1.857526081929290473e-01,-1.643096841871738434e-02
-6.924083173497816990e-01,-1.559805404394865036e-02
4.223258199347408315e-01,-1.272587664425373077e-02
2.533507168446482161e-01,-7.003124803304672241e-03
-2.026566887215203172e-01,-1.594753004610538483e-02
4.391309478627593021e-01,-1.397808082401752472e-02
5.910276190530224794e-01,-9.801308624446392059e-03
7.428201418943627399e-01,-1.162923034280538559e-02
-5.046086401432151730e-02,-1.178667414933443069e-02
-2.870817733299231289e-01,-1.822783984243869781e-02
5.063927168488591146e-02,-1.458926592022180557e-02
1.687911470453974938e-01,-1.000133436173200607e-02
2.362902544400795057e-01,-1.421188004314899445e-02
1.856383330377032459e-01,-1.319735869765281677e-02
-1.687465717415683741e-01,-1.414360385388135910e-02
-2.531385279930848942e-01,-1.582394726574420929e-02
-9.790793528990965333e-01,-1.280025672167539597e-02
3.393961565143265025e-02,-1.452070381492376328e-02
-1.519596503400355014e-01,-5.332525819540023804e-03
-5.065566995827840147e-02,-1.563809253275394440e-02
-1.688478228443778678e-02,-1.325004734098911285e-02
6.416732764096007013e-01,-1.455038879066705704e-02
-1.181694727957397634e-01,-7.520302198827266693e-03
5.064831167864033978e-02,-1.861359737813472748e-02
3.359639915449916248e-02,-1.334939617663621902e-02
-1.180023511806374131e-01,-1.442608516663312912e-02
2.532403580090043516e-01,-1.359593775123357773e-02
6.769322056953254452e-02,-1.223192736506462097e-02
-3.715346113899773428e-01,-1.512797735631465912e-02
7.090860253992978812e-01,-1.224776264280080795e-02
2.700477608794381590e-01,-9.831303730607032776e-03
-2.025105815405811860e-01,-1.584565453231334686e-02
2.025303383200056373e-01,-1.488253381103277206e-02
-5.062674218268629900e-02,-1.330025214701890945e-02
-1.183019640109584381e-01,-1.574095711112022400e-02
6.767872845981290353e-02,-1.391064655035734177e-02
