8.357234355514124580e-02,-5.867098336714344775e-01,1.774345272743695426e-02,-1.623123139142990112e-02,-3.755868077278137207e-01,-1.512199826538562775e-02
-1.560327942498287157e-01,-8.288991980894840905e-01,-7.096725697232249275e-02,2.467907033860683441e-03,-3.674549162387847900e-01,3.485530614852905273e-04
-1.560415860576974678e-01,-5.556656816857852288e-02,-3.725944018587301065e-01,-5.895764566957950592e-03,-3.710779547691345215e-01,-6.564408540725708008e-03
-1.925017190061302230e-01,-7.927188886059262085e-01,1.419647609680921296e-01,-2.148099988698959351e-02,-3.778981268405914307e-01,-1.947957463562488556e-02
-2.601643337212855567e-01,-6.306383440908128746e-01,-3.192201754296337679e-01,1.129577867686748505e-03,-3.680194020271301270e-01,-7.486529648303985596e-04
-6.094303034450028189e-01,5.924514106766475274e-01,-8.699457217065301728e-01,-1.708832010626792908e-02,-3.759686946868896484e-01,-1.583622209727764130e-02
-5.466784901347526704e-01,-4.671845219832846396e-01,-2.130384913661587942e-01,-2.130504697561264038e-02,-3.778268396854400635e-01,-1.933726109564304352e-02
-2.134030215300262712e-01,-7.852038544069264159e-01,1.793366123196076661e-02,-1.473777089267969131e-02,-3.749214112758636475e-01,-1.387737505137920380e-02
-5.720318380544305026e-02,-5.704668391036702424e-01,-1.242822082200293887e-01,-4.489307291805744171e-03,-3.704659938812255859e-01,-5.400497466325759888e-03
3.668984662402353242e-02,3.617921671409575213e-01,-3.549353709616060448e-01,-8.475095964968204498e-03,-3.722237348556518555e-01,-8.712857961654663086e-03
5.377019921432977037e-03,2.190567707361881222e-01,7.639441072893659035e-01,-1.915762200951576233e-02,-3.769573569297790527e-01,-1.760052703320980072e-02
8.861445085222267037e-01,-4.965409665969579001e-01,4.971141032484300837e-01,6.295889616012573242e-02,-3.430929183959960938e-01,4.932116717100143433e-02
7.296266708086306119e-02,-6.983616765389090153e-01,1.204269817423053723e-06,7.108107209205627441e-02,-3.372561335563659668e-01,5.746367573738098145e-02
4.641117030429581236e-01,3.335000597803386979e-01,7.459577115286183391e-01,1.861396245658397675e-03,-3.677167892456054688e-01,-1.523438841104507446e-04
2.086131258569867419e-01,1.558667885425194521e-01,-5.149564831277274601e-01,8.886324614286422729e-02,-3.312771916389465332e-01,7.109187543392181396e-02
-5.053292599395398099e-01,-7.640197718650673098e-01,-1.951252333682897133e-01,-2.354141324758529663e-02,-3.787329494953155518e-01,-2.114607952535152435e-02
-2.551184004223513435e-01,-4.336373612387009469e-01,-3.373698901533975780e-01,-1.473777089267969131e-02,-3.749214112758636475e-01,-1.387737505137920380e-02
2.658681828990909768e-01,3.117992412589846163e-01,7.456977342084235572e-01,-1.819382980465888977e-02,-3.764612078666687012e-01,-1.675740070641040802e-02
5.055516231558560003e-01,-8.013417479814006761e-01,1.422052011065177146e-01,7.700703293085098267e-02,-3.368738293647766113e-01,6.105592101812362671e-02
-4.068839222521103971e-01,-4.238670002845064122e-01,-4.978333706291355187e-01,2.307939156889915466e-02,-3.584741950035095215e-01,1.742932386696338654e-02
